Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft
"06631004";"Ebersburg";"Gemeinden";"21.696,60";"23.958,12";"25.666,35";"29.752,11"
"06631005";"Ehrenberg (Rhön)";"Gemeinden";"18.804,95";"21.175,86";"23.318,48";"26.791,07"
"06631006";"Eichenzell";"Gemeinden";"21.150,27";"23.967,37";"25.109,08";"29.044,81"
"06631007";"Eiterfeld, Marktgemeinde";"Gemeinden";"20.157,88";"22.769,40";"24.972,17";"28.740,79"
"06631008";"Flieden";"Gemeinden";"20.763,41";"23.165,69";"25.030,61";"28.658,90"
"06631009";"Fulda, Stadt";"Gemeinden";"20.857,79";"22.933,32";"24.268,22";"27.916,49"
"06631010";"Gersfeld (Rhön), Stadt";"Gemeinden";"18.900,73";"21.266,34";"23.119,56";"26.590,87"
"06631011";"Großenlüder";"Gemeinden";"21.240,63";"23.911,30";"25.918,16";"29.787,13"
"06631012";"Hilders, Marktgemeinde";"Gemeinden";"19.677,84";"21.882,04";"23.786,88";"27.663,72"
"06631013";"Hofbieber";"Gemeinden";"20.249,75";"22.697,85";"24.492,11";"28.529,48"
"06631014";"Hosenfeld";"Gemeinden";"20.893,04";"23.453,37";"24.962,95";"28.686,81"
"06631015";"Hünfeld, Konrad-Zuse-Stadt";"Gemeinden";"20.968,30";"23.508,79";"25.582,90";"29.165,08"
"06631016";"Kalbach";"Gemeinden";"19.721,32";"22.258,21";"24.274,12";"27.740,66"
"06631017";"Künzell";"Gemeinden";"22.441,89";"25.322,72";"26.873,24";"31.187,09"
"06631018";"Neuhof";"Gemeinden";"20.077,15";"22.467,66";"24.278,45";"28.007,10"
"06631019";"Nüsttal";"Gemeinden";"19.135,99";"21.846,66";"24.015,70";"27.472,06"
"06631020";"Petersberg";"Gemeinden";"23.080,43";"25.294,75";"27.740,04";"31.808,60"
"06631021";"Poppenhausen (Wasserkuppe)";"Gemeinden";"21.813,97";"24.221,71";"26.630,40";"30.890,93"
"06631022";"Rasdorf, Point-Alpha-Gemeinde";"Gemeinden";"20.558,50";"22.635,67";"25.001,60";"28.965,62"
"06631023";"Tann (Rhön), Stadt";"Gemeinden";"18.893,97";"21.162,61";"22.486,15";"26.084,06"
"06632001";"Alheim";"Gemeinden";"19.302,56";"21.991,86";"24.044,35";"27.839,37"
"06632002";"Bad Hersfeld, Kreisstadt";"Gemeinden";"20.748,09";"22.826,77";"24.637,57";"28.530,11"
"06632003";"Bebra, Stadt";"Gemeinden";"18.988,92";"21.259,40";"23.225,61";"26.844,88"
"06632004";"Breitenbach a. Herzberg";"Gemeinden";"17.892,05";"20.376,32";"22.312,54";"25.791,88"
"06632005";"Cornberg";"Gemeinden";"17.647,05";"20.081,48";"21.473,92";"24.733,56"
"06632006";"Friedewald";"Gemeinden";"22.367,91";"24.374,40";"25.666,65";"29.682,65"
"06632007";"Hauneck";"Gemeinden";"20.029,77";"22.479,98";"24.233,90";"27.848,90"
"06632008";"Haunetal";"Gemeinden";"20.107,50";"22.768,87";"24.455,04";"28.662,90"
"06632009";"Heringen (Werra), Stadt";"Gemeinden";"19.631,15";"21.444,43";"22.796,57";"26.319,10"
"06632010";"Hohenroda";"Gemeinden";"20.099,48";"21.984,18";"23.560,61";"27.295,24"
"06632011";"Kirchheim";"Gemeinden";"20.170,40";"22.205,06";"23.902,61";"27.841,33"
"06632012";"Ludwigsau";"Gemeinden";"20.218,34";"22.760,57";"24.435,49";"28.186,27"
"06632013";"Nentershausen";"Gemeinden";"19.235,17";"21.643,45";"23.634,46";"27.666,25"
"06632014";"Neuenstein";"Gemeinden";"19.568,50";"21.617,31";"23.242,29";"26.886,99"
"06632015";"Niederaula, Marktgemeinde";"Gemeinden";"20.109,01";"23.073,48";"24.589,44";"28.508,24"
"06632016";"Philippsthal (Werra), Marktgemeinde";"Gemeinden";"20.542,86";"22.365,34";"23.497,31";"26.874,95"
"06632017";"Ronshausen";"Gemeinden";"20.875,07";"23.416,40";"25.073,54";"29.676,94"
"06632018";"Rotenburg a. d. Fulda, Stadt";"Gemeinden";"20.681,02";"23.047,05";"25.190,85";"29.126,21"
"06632019";"Schenklengsfeld";"Gemeinden";"20.194,94";"22.681,84";"25.032,10";"28.855,74"
"06632020";"Wildeck";"Gemeinden";"20.483,04";"22.763,37";"24.355,44";"28.128,62"
"06633001";"Ahnatal";"Gemeinden";"24.456,59";"26.936,88";"28.297,86";"33.040,35"
"06633002";"Bad Karlshafen, Stadt";"Gemeinden";"19.948,49";"22.106,73";"24.103,11";"27.599,42"
"06633003";"Baunatal, Stadt";"Gemeinden";"21.407,01";"24.281,07";"26.385,07";"30.455,81"
"06633004";"Breuna";"Gemeinden";"19.973,47";"22.294,38";"24.131,87";"28.087,29"
"06633005";"Calden";"Gemeinden";"20.915,95";"23.807,26";"25.730,45";"29.577,90"
"06633006";"Bad Emstal";"Gemeinden";"20.410,70";"23.035,29";"25.103,40";"29.031,29"
"06633007";"Espenau";"Gemeinden";"21.709,91";"23.946,91";"25.593,56";"29.362,90"
"06633008";"Fuldabrück";"Gemeinden";"23.443,98";"25.341,99";"27.486,30";"31.552,30"
"06633009";"Fuldatal";"Gemeinden";"21.163,29";"23.830,14";"25.888,67";"29.780,70"
"06633010";"Grebenstein, Stadt";"Gemeinden";"20.404,06";"23.077,09";"25.099,55";"29.192,00"
"06633011";"Habichtswald";"Gemeinden";"22.805,93";"25.492,37";"27.708,34";"31.976,37"
"06633012";"Helsa";"Gemeinden";"20.277,52";"22.816,93";"24.533,62";"28.366,40"
"06633013";"Hofgeismar, Stadt";"Gemeinden";"19.812,65";"22.378,44";"24.496,44";"28.480,12"
"06633014";"Immenhausen, Stadt";"Gemeinden";"20.846,22";"23.459,79";"25.162,97";"29.170,83"
"06633015";"Kaufungen";"Gemeinden";"22.442,91";"25.463,06";"26.721,76";"30.846,06"
"06633016";"Liebenau, Stadt";"Gemeinden";"18.610,42";"21.099,96";"23.253,35";"26.903,08"
"06633017";"Lohfelden";"Gemeinden";"20.582,69";"23.382,69";"24.559,13";"28.405,45"
"06633018";"Naumburg, Stadt";"Gemeinden";"19.820,24";"22.369,56";"24.562,88";"28.535,92"
"06633019";"Nieste";"Gemeinden";"23.015,78";"25.894,23";"27.119,27";"31.764,12"
"06633020";"Niestetal";"Gemeinden";"23.185,20";"25.260,60";"26.493,31";"30.839,10"
"06633022";"Reinhardshagen";"Gemeinden";"19.982,29";"22.625,84";"24.707,77";"28.580,00"
"06633023";"Schauenburg";"Gemeinden";"21.693,99";"24.365,66";"26.359,24";"30.410,40"
"06633024";"Söhrewald";"Gemeinden";"21.422,30";"24.247,84";"25.949,44";"30.192,63"
"06633025";"Trendelburg, Stadt";"Gemeinden";"19.506,86";"22.246,00";"24.420,55";"28.629,96"
"06633026";"Vellmar, Stadt";"Gemeinden";"22.312,82";"25.020,14";"26.574,69";"30.911,64"
"06633028";"Wolfhagen, Hans-Staden-Stadt";"Gemeinden";"19.937,47";"22.554,95";"24.428,18";"28.264,10"
"06633029";"Zierenberg, Stadt";"Gemeinden";"21.903,63";"24.522,20";"26.091,85";"30.265,73"
"06633030";"Wesertal";"Gemeinden";"19.481,10";"21.939,88";"24.101,74";"27.739,92"
"06633200";"Gutsbezirk Reinhardswald, gemfr. Gebiet";"Gemeinden";;;;
"06634001";"Borken (Hessen), Stadt";"Gemeinden";"19.426,34";"21.894,86";"23.699,78";"27.388,51"
"06634002";"Edermünde";"Gemeinden";"21.916,48";"24.753,38";"26.475,71";"30.869,58"
"06634003";"Felsberg, Stadt";"Gemeinden";"21.092,54";"23.631,25";"24.806,62";"28.558,20"
"06634004";"Frielendorf, Marktflecken";"Gemeinden";"18.581,83";"21.216,55";"23.269,24";"26.993,98"
"06634005";"Fritzlar, Dom- und Kaiserstadt";"Gemeinden";"20.714,54";"23.424,92";"24.948,22";"28.951,19"
"06634006";"Gilserberg";"Gemeinden";"18.899,63";"21.540,02";"23.701,45";"27.438,82"
"06634007";"Gudensberg, Stadt";"Gemeinden";"20.957,85";"23.729,98";"25.213,29";"29.198,55"
"06634008";"Guxhagen";"Gemeinden";"22.014,88";"24.953,02";"26.078,74";"30.250,28"
"06634009";"Homberg (Efze), Reformationsstadt, Kreisstadt";"Gemeinden";"19.627,93";"22.105,46";"24.098,28";"27.781,92"
"06634010";"Jesberg";"Gemeinden";"18.296,62";"20.689,85";"22.629,80";"26.205,80"
"06634011";"Knüllwald";"Gemeinden";"19.997,17";"22.765,18";"24.968,40";"28.750,55"
"06634012";"Körle";"Gemeinden";"22.349,57";"25.143,63";"27.224,94";"31.364,59"
"06634013";"Malsfeld";"Gemeinden";"21.101,47";"23.578,93";"24.739,05";"28.682,18"
"06634014";"Melsungen, Stadt";"Gemeinden";"23.369,13";"25.564,16";"27.480,80";"31.549,32"
"06634015";"Morschen";"Gemeinden";"19.825,95";"22.461,68";"24.409,41";"28.427,32"
"06634016";"Neuental";"Gemeinden";"19.024,51";"21.462,63";"23.504,62";"27.096,02"
"06634017";"Neukirchen, Stadt";"Gemeinden";"18.848,06";"21.413,19";"23.360,88";"26.952,30"
"06634018";"Niedenstein, Stadt";"Gemeinden";"21.555,48";"24.018,18";"26.148,73";"30.285,63"
"06634019";"Oberaula";"Gemeinden";"18.995,15";"21.691,87";"23.666,29";"27.487,64"
"06634020";"Ottrau";"Gemeinden";"18.191,29";"20.686,70";"22.669,06";"25.883,98"
"06634021";"Schrecksbach";"Gemeinden";"18.313,70";"20.935,18";"23.079,10";"26.338,00"
"06634022";"Schwalmstadt, Konfirmationsstadt";"Gemeinden";"19.059,01";"21.515,89";"23.363,72";"26.980,75"
"06634023";"Schwarzenborn, Stadt";"Gemeinden";"17.173,35";"19.379,47";"21.129,75";"24.233,43"
"06634024";"Spangenberg, Liebenbachstadt";"Gemeinden";"22.363,21";"24.273,29";"25.190,86";"29.272,38"
"06634025";"Wabern";"Gemeinden";"19.414,10";"22.004,73";"23.930,73";"27.729,40"
"06634026";"Willingshausen";"Gemeinden";"19.721,22";"22.305,63";"24.427,52";"28.176,35"
"06634027";"Bad Zwesten";"Gemeinden";"19.334,96";"21.928,07";"23.763,77";"27.587,77"
"06635001";"Allendorf (Eder)";"Gemeinden";"19.742,33";"22.051,28";"24.137,37";"28.380,33"
"06635002";"Bad Arolsen, Stadt";"Gemeinden";"20.361,01";"22.867,01";"24.288,10";"28.157,28"
"06635003";"Bad Wildungen, Stadt";"Gemeinden";"19.887,88";"22.529,89";"24.422,38";"28.251,82"
"06635004";"Battenberg (Eder), Stadt";"Gemeinden";"25.446,97";"27.027,30";"28.157,54";"32.539,81"
"06635006";"Burgwald";"Gemeinden";"20.637,95";"23.493,92";"25.559,75";"29.740,96"
"06635007";"Diemelsee";"Gemeinden";"19.480,25";"21.877,49";"24.185,26";"27.918,90"
"06635008";"Diemelstadt, Stadt";"Gemeinden";"19.986,60";"22.661,82";"24.383,98";"28.027,77"
"06635009";"Edertal, Nationalparkgemeinde";"Gemeinden";"19.629,73";"22.370,00";"24.324,39";"27.819,82"
"06635010";"Frankenau, Nationalparkstadt";"Gemeinden";"19.153,65";"21.485,53";"23.567,41";"27.321,88"
"06635011";"Frankenberg (Eder), Philipp-Soldan-Stadt";"Gemeinden";"20.259,91";"22.769,54";"24.794,19";"28.608,36"
"06635012";"Gemünden (Wohra), Stadt";"Gemeinden";"19.557,10";"22.107,18";"23.983,38";"27.639,57"
"06635013";"Haina (Kloster)";"Gemeinden";"19.528,19";"22.329,41";"24.325,18";"27.818,24"
"06635014";"Hatzfeld (Eder), Stadt";"Gemeinden";"19.813,45";"22.483,73";"24.203,91";"27.675,23"
"06635015";"Korbach, Hansestadt, Kreisstadt";"Gemeinden";"20.478,25";"23.046,66";"24.936,22";"28.561,91"
"06635016";"Lichtenfels, Stadt";"Gemeinden";"19.970,61";"22.341,49";"23.999,39";"27.566,48"
"06635017";"Rosenthal, Stadt";"Gemeinden";"20.594,26";"23.342,37";"25.443,09";"29.268,40"
"06635018";"Twistetal";"Gemeinden";"19.627,29";"21.994,00";"24.040,93";"27.897,89"
"06635019";"Vöhl, Nationalparkgemeinde";"Gemeinden";"18.593,61";"21.205,73";"23.292,48";"26.803,28"
"06635020";"Volkmarsen, Stadt";"Gemeinden";"20.099,01";"22.381,75";"24.146,75";"27.681,81"
"06635021";"Waldeck, Nationalparkstadt";"Gemeinden";"19.896,89";"22.384,15";"24.329,71";"28.318,68"
"06635022";"Willingen (Upland)";"Gemeinden";"20.580,45";"22.964,40";"24.878,27";"28.831,60"
"06636001";"Bad Sooden-Allendorf, Stadt";"Gemeinden";"19.593,20";"22.188,05";"24.017,67";"27.498,79"
"06636002";"Berkatal";"Gemeinden";"20.393,81";"23.067,74";"24.725,45";"28.843,09"
"06636003";"Eschwege, Kreisstadt";"Gemeinden";"19.581,62";"22.046,74";"23.803,98";"27.506,36"
"06636004";"Großalmerode, Stadt";"Gemeinden";"20.040,61";"22.460,69";"24.112,81";"28.233,18"
"06636005";"Herleshausen";"Gemeinden";"19.885,28";"22.258,97";"24.235,42";"28.082,53"
"06636006";"Hessisch Lichtenau, Stadt";"Gemeinden";"19.660,28";"22.103,20";"23.872,29";"27.580,10"
"06636007";"Meinhard";"Gemeinden";"20.122,16";"22.827,30";"24.841,95";"28.453,07"
"06636008";"Meißner";"Gemeinden";"20.322,26";"22.752,13";"24.708,01";"28.411,22"
"06636009";"Neu-Eichenberg";"Gemeinden";"21.048,71";"23.779,72";"25.514,95";"29.043,17"
"06636010";"Ringgau";"Gemeinden";"19.622,57";"22.149,06";"23.732,73";"27.378,52"
"06636011";"Sontra, Stadt";"Gemeinden";"18.749,48";"21.071,13";"22.851,24";"26.421,66"
"06636012";"Waldkappel, Stadt";"Gemeinden";"20.110,70";"22.812,52";"24.569,51";"28.615,76"
"06636013";"Wanfried, Stadt";"Gemeinden";"19.202,22";"21.619,33";"23.352,15";"26.939,59"
"06636014";"Wehretal";"Gemeinden";"20.128,59";"22.748,09";"24.820,96";"29.315,71"
"06636015";"Weißenborn";"Gemeinden";"17.672,83";"19.986,73";"21.189,34";"24.317,63"
"06636016";"Witzenhausen, Stadt";"Gemeinden";"20.502,47";"22.920,02";"24.332,99";"28.200,18"
"06636200";"Gutsbezirk Kaufunger Wald, gemfr. Gebiet";"Gemeinden";;;;
"07111000";"Koblenz, Stadt";"Gemeinden";"22.435,86";"24.302,61";"25.707,30";"29.594,65"
"07131001";"Adenau, Stadt";"Gemeinden";"20.320,77";"22.482,92";"24.399,36";"28.321,84"
"07131002";"Ahrbrück";"Gemeinden";"19.879,73";"22.697,35";"25.075,79";"28.473,82"
"07131003";"Altenahr";"Gemeinden";"21.424,67";"22.928,31";"24.389,56";"27.987,88"
"07131004";"Antweiler";"Gemeinden";"19.885,56";"22.408,41";"24.365,56";"28.637,66"
"07131005";"Aremberg";"Gemeinden";"20.913,96";"22.840,53";"25.413,62";"29.766,96"
"07131006";"Bad Breisig, Stadt";"Gemeinden";"22.018,20";"23.829,34";"25.510,40";"29.468,55"
"07131007";"Bad Neuenahr-Ahrweiler, Stadt";"Gemeinden";"22.953,87";"25.026,00";"26.532,69";"30.793,47"
"07131008";"Barweiler";"Gemeinden";"18.913,66";"21.674,61";"23.490,67";"26.868,63"
"07131009";"Bauler";"Gemeinden";"17.078,30";"18.105,81";"20.206,72";"23.042,83"
"07131011";"Berg";"Gemeinden";"21.499,85";"24.344,01";"26.705,74";"31.406,35"
"07131014";"Brohl-Lützing";"Gemeinden";"20.309,68";"22.646,13";"24.413,56";"28.336,13"
"07131015";"Dankerath";"Gemeinden";"18.422,99";"19.813,37";"21.681,51";"24.812,23"
"07131016";"Dedenbach";"Gemeinden";"20.541,42";"23.285,24";"25.215,36";"29.720,60"
"07131017";"Dernau";"Gemeinden";"21.152,50";"23.610,43";"25.569,54";"30.426,49"
"07131018";"Dorsel";"Gemeinden";"21.633,22";"22.787,99";"24.206,09";"28.201,01"
"07131021";"Eichenbach";"Gemeinden";"20.387,06";"22.660,39";"25.678,29";"29.920,44"
"07131022";"Fuchshofen";"Gemeinden";"19.705,36";"21.860,22";"23.753,82";"27.405,20"
"07131025";"Gönnersdorf";"Gemeinden";"19.236,67";"21.667,32";"23.908,78";"27.568,18"
"07131026";"Harscheid";"Gemeinden";"24.291,78";"27.527,77";"30.242,49";"35.349,67"
"07131027";"Heckenbach";"Gemeinden";"19.013,36";"21.295,49";"23.731,59";"27.750,95"
"07131028";"Herschbroich";"Gemeinden";"18.713,58";"20.802,82";"22.747,32";"25.942,07"
"07131029";"Hönningen";"Gemeinden";"22.018,05";"24.475,84";"26.766,79";"31.211,80"
"07131030";"Hoffeld";"Gemeinden";"19.353,31";"21.339,98";"24.028,97";"27.847,82"
"07131032";"Honerath";"Gemeinden";"18.607,56";"20.267,84";"22.444,89";"25.996,63"
"07131033";"Hümmel";"Gemeinden";"21.228,89";"24.092,30";"26.589,09";"31.355,76"
"07131034";"Insul";"Gemeinden";"19.120,81";"21.048,46";"23.126,09";"27.456,51"
"07131036";"Kalenborn";"Gemeinden";"24.544,24";"26.651,01";"29.364,49";"34.324,48"
"07131037";"Kaltenborn";"Gemeinden";"19.069,98";"21.242,15";"23.038,52";"26.214,04"
"07131039";"Kesseling";"Gemeinden";"20.446,84";"22.331,70";"23.811,62";"27.670,53"
"07131040";"Kirchsahr";"Gemeinden";"21.494,69";"23.633,01";"25.655,26";"30.099,15"
"07131041";"Königsfeld";"Gemeinden";"20.868,20";"22.997,89";"25.314,23";"29.569,39"
"07131042";"Kottenborn";"Gemeinden";"18.271,10";"20.041,19";"21.164,95";"24.660,61"
"07131044";"Leimbach";"Gemeinden";"19.148,46";"21.709,15";"23.840,50";"28.198,54"
"07131047";"Lind";"Gemeinden";"19.285,71";"21.848,13";"24.004,66";"28.209,03"
"07131049";"Mayschoß";"Gemeinden";"19.373,44";"21.282,24";"23.120,58";"26.338,67"
"07131050";"Meuspath";"Gemeinden";"19.069,94";"22.100,09";"23.749,01";"27.919,19"
"07131051";"Müllenbach";"Gemeinden";"20.995,18";"22.904,60";"24.704,37";"28.584,32"
"07131052";"Müsch";"Gemeinden";"21.116,17";"22.569,59";"24.553,51";"28.200,31"
"07131054";"Niederdürenbach";"Gemeinden";"19.528,00";"21.627,35";"23.551,10";"27.147,00"
"07131055";"Niederzissen";"Gemeinden";"22.077,77";"24.136,82";"26.566,40";"30.719,79"
"07131058";"Nürburg";"Gemeinden";"23.988,39";"25.596,97";"26.302,36";"30.765,85"
"07131059";"Oberdürenbach";"Gemeinden";"21.149,04";"23.137,62";"25.491,95";"29.067,88"
"07131060";"Oberzissen";"Gemeinden";"20.861,20";"22.558,58";"24.158,51";"28.415,03"
"07131062";"Ohlenhard";"Gemeinden";"18.577,81";"20.988,74";"22.470,39";"25.636,31"
"07131065";"Pomster";"Gemeinden";"18.687,24";"20.755,02";"22.612,51";"26.595,76"
"07131066";"Quiddelbach";"Gemeinden";"18.535,51";"20.823,18";"23.536,45";"27.639,87"
"07131068";"Rech";"Gemeinden";"20.718,11";"22.488,36";"24.414,74";"29.100,37"
"07131069";"Reifferscheid";"Gemeinden";"18.522,13";"20.910,01";"23.111,25";"26.910,76"
"07131070";"Remagen, Stadt";"Gemeinden";"22.513,46";"24.437,27";"26.020,19";"30.191,72"
"07131072";"Rodder";"Gemeinden";"16.582,93";"18.402,40";"20.491,56";"23.846,64"
"07131073";"Schalkenbach";"Gemeinden";"22.383,44";"24.509,00";"27.018,63";"30.987,53"
"07131074";"Schuld";"Gemeinden";"19.522,74";"21.748,87";"23.799,32";"27.461,32"
"07131075";"Senscheid";"Gemeinden";"18.450,00";"19.503,80";"21.274,83";"24.133,54"
"07131076";"Sierscheid";"Gemeinden";"26.973,26";"28.597,32";"29.618,03";"34.070,51"
"07131077";"Sinzig, Stadt";"Gemeinden";"21.552,99";"23.620,02";"25.535,96";"29.541,30"
"07131079";"Trierscheid";"Gemeinden";"19.160,06";"21.357,87";"23.627,22";"27.241,81"
"07131081";"Waldorf";"Gemeinden";"21.057,82";"23.158,80";"25.589,77";"30.401,37"
"07131082";"Wershofen";"Gemeinden";"23.375,00";"25.647,42";"26.951,24";"31.385,19"
"07131083";"Wiesemscheid";"Gemeinden";"18.331,97";"21.311,64";"23.399,03";"28.272,18"
"07131084";"Wimbach";"Gemeinden";"18.824,32";"21.198,74";"23.697,58";"27.876,84"
"07131085";"Winnerath";"Gemeinden";"20.349,90";"21.977,20";"23.799,19";"27.472,51"
"07131086";"Wirft";"Gemeinden";"18.140,14";"19.288,24";"21.036,79";"24.642,02"
"07131090";"Grafschaft";"Gemeinden";"23.153,44";"24.984,41";"26.728,66";"31.051,47"
"07131201";"Brenk";"Gemeinden";"18.809,75";"20.929,80";"22.893,96";"26.891,44"
"07131202";"Burgbrohl";"Gemeinden";"22.551,59";"24.766,35";"26.600,00";"31.160,43"
"07131204";"Galenberg";"Gemeinden";"19.040,45";"21.151,47";"23.207,01";"27.392,09"
"07131205";"Glees";"Gemeinden";"20.909,02";"22.781,39";"24.958,42";"29.128,34"
"07131206";"Hohenleimbach";"Gemeinden";"18.810,13";"20.199,11";"22.655,35";"26.429,18"
"07131208";"Spessart";"Gemeinden";"19.417,59";"21.728,24";"23.639,72";"28.314,60"
"07131209";"Wassenach";"Gemeinden";"22.960,08";"25.097,84";"26.512,42";"31.098,56"
"07131210";"Wehr";"Gemeinden";"22.210,15";"24.379,44";"26.364,13";"30.885,93"
"07131211";"Weibern";"Gemeinden";"20.287,46";"22.669,99";"25.075,33";"29.306,49"
"07131501";"Dümpelfeld";"Gemeinden";"18.207,76";"20.537,04";"22.463,33";"26.154,19"
"07131502";"Kempenich";"Gemeinden";"21.629,95";"23.864,45";"25.931,98";"30.003,06"
"07132001";"Almersbach";"Gemeinden";"20.103,74";"21.855,41";"23.357,44";"27.349,11"
"07132002";"Alsdorf";"Gemeinden";"19.784,85";"21.928,72";"23.870,23";"27.870,56"
"07132004";"Bachenberg";"Gemeinden";"16.086,18";"17.565,64";"19.536,27";"22.806,90"
"07132005";"Berzhausen";"Gemeinden";"17.837,07";"20.356,08";"22.532,48";"26.160,17"
"07132006";"Betzdorf, Stadt";"Gemeinden";"20.400,13";"21.796,21";"23.635,60";"27.402,36"
"07132007";"Birkenbeul";"Gemeinden";"19.381,53";"21.969,81";"23.251,21";"27.242,49"
"07132008";"Birken-Honigsessen";"Gemeinden";"20.471,85";"22.972,29";"25.143,52";"28.907,08"
"07132009";"Birnbach";"Gemeinden";"20.202,94";"23.080,74";"25.478,53";"29.981,92"
"07132010";"Bitzen";"Gemeinden";"17.935,68";"20.540,81";"22.989,76";"26.975,15"
"07132011";"Mittelhof";"Gemeinden";"18.238,75";"21.077,39";"23.417,38";"27.211,02"
"07132012";"Brachbach";"Gemeinden";"21.803,91";"23.483,28";"25.677,06";"29.947,77"
"07132013";"Breitscheidt";"Gemeinden";"17.730,44";"20.306,02";"22.486,66";"26.652,68"
"07132014";"Bruchertseifen";"Gemeinden";"17.763,59";"20.114,26";"22.281,15";"26.322,74"
"07132015";"Bürdenbach";"Gemeinden";"19.067,12";"21.557,04";"23.765,05";"27.777,10"
"07132016";"Burglahr";"Gemeinden";"19.296,94";"20.436,24";"22.002,27";"25.265,02"
"07132017";"Busenhausen";"Gemeinden";"20.398,89";"22.248,08";"24.247,25";"28.154,10"
"07132018";"Daaden, Stadt";"Gemeinden";"21.231,87";"22.911,73";"24.602,31";"28.683,93"
"07132019";"Derschen";"Gemeinden";"18.420,61";"20.396,23";"22.587,98";"26.508,03"
"07132020";"Dickendorf";"Gemeinden";"18.842,68";"20.508,02";"22.427,75";"26.258,45"
"07132022";"Eichelhardt";"Gemeinden";"22.629,09";"25.136,68";"26.321,36";"31.247,12"
"07132023";"Eichen";"Gemeinden";"17.302,62";"19.394,43";"21.297,50";"24.828,93"
"07132024";"Elben";"Gemeinden";"22.023,89";"23.899,84";"26.428,59";"30.731,40"
"07132025";"Elkenroth";"Gemeinden";"20.914,59";"23.387,72";"25.528,68";"29.810,87"
"07132026";"Emmerzhausen";"Gemeinden";"19.252,63";"21.402,05";"23.371,22";"26.990,81"
"07132027";"Ersfeld";"Gemeinden";"18.449,95";"20.478,37";"22.588,97";"26.069,32"
"07132028";"Etzbach";"Gemeinden";"17.489,88";"19.763,38";"21.401,92";"25.097,52"
"07132029";"Eulenberg";"Gemeinden";"16.947,46";"17.739,19";"19.399,86";"22.219,52"
"07132030";"Fensdorf";"Gemeinden";"19.789,47";"21.838,48";"24.243,02";"28.864,17"
"07132031";"Fiersbach";"Gemeinden";"22.407,58";"25.377,14";"28.062,70";"32.784,25"
"07132032";"Flammersfeld";"Gemeinden";"22.089,87";"24.116,31";"25.147,45";"29.458,43"
"07132033";"Fluterschen";"Gemeinden";"19.762,47";"22.094,92";"24.010,49";"27.823,71"
"07132034";"Forst";"Gemeinden";"19.609,56";"22.344,18";"24.772,65";"28.901,88"
"07132035";"Forstmehren";"Gemeinden";"18.587,29";"20.563,31";"22.395,08";"26.559,95"
"07132036";"Friedewald";"Gemeinden";"22.441,79";"24.918,21";"27.651,30";"32.231,57"
"07132037";"Friesenhagen";"Gemeinden";"21.145,45";"23.768,99";"25.786,18";"29.792,91"
"07132038";"Fürthen";"Gemeinden";"19.521,49";"21.577,52";"23.179,17";"27.175,86"
"07132039";"Gebhardshain";"Gemeinden";"21.820,87";"24.072,27";"26.645,58";"30.624,69"
"07132040";"Gieleroth";"Gemeinden";"18.602,50";"20.678,86";"22.677,17";"26.514,86"
