Kennziffer;Raumeinheit;Aggregat;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09278171";"Perasdorf";"Gemeinden";"25,16";"34,32";"4,56";"0,00";"35,66";"0,00";"54,58";"63,69";"52,41"
"09278172";"Perkam";"Gemeinden";"76,67";"73,15";"82,33";"163,59";"245,27";"235,96";"213,08";"337,40";"521,91"
"09278177";"Rain";"Gemeinden";"50,12";"58,82";"47,51";"59,37";"93,02";"175,83";"366,90";"308,18";"411,74"
"09278178";"Rattenberg";"Gemeinden";"50,18";"155,87";"54,16";"181,62";"71,20";"222,42";"575,51";"549,04";"742,29"
"09278179";"Rattiszell";"Gemeinden";"150,66";"108,30";"215,78";"184,03";"466,85";"305,01";"657,81";"299,21";"569,79"
"09278182";"Salching";"Gemeinden";"23,56";"112,90";"217,68";"398,15";"298,64";"498,20";"618,22";"798,12";"738,83"
"09278184";"Sankt Englmar";"Gemeinden";"90,91";"73,75";"188,07";"376,31";"278,68";"420,30";"399,64";"505,42";"843,55"
"09278187";"Schwarzach, M";"Gemeinden";"100,08";"105,59";"27,55";"95,85";"60,15";"108,33";"302,95";"296,92";"303,32"
"09278189";"Stallwang";"Gemeinden";"42,28";"40,06";"81,46";"141,19";"105,34";"180,26";"354,23";"234,12";"259,15"
"09278190";"Steinach";"Gemeinden";"108,52";"64,82";"75,98";"85,37";"225,31";"295,49";"335,47";"319,24";"523,29"
"09278192";"Straßkirchen";"Gemeinden";"137,89";"199,76";"330,65";"236,17";"427,97";"692,06";"632,75";"885,45";"781,51"
"09278197";"Wiesenfelden";"Gemeinden";"31,59";"38,42";"27,48";"49,36";"60,93";"144,92";"201,74";"168,34";"232,46"
"09278198";"Windberg";"Gemeinden";"15,91";"18,40";"11,87";"39,05";"17,22";"81,13";"174,30";"377,07";"196,68"
"09279112";"Dingolfing, St";"Gemeinden";"1.227,91";"1.991,13";"1.232,81";"1.450,16";"1.165,69";"7.628,17";"5.104,89";"3.626,57";"4.853,79"
"09279113";"Eichendorf, M";"Gemeinden";"61,85";"65,21";"42,35";"126,84";"100,06";"174,18";"270,80";"380,65";"343,22"
"09279115";"Frontenhausen, M";"Gemeinden";"164,46";"151,63";"84,47";"237,87";"156,56";"167,14";"251,90";"293,98";"311,26"
"09279116";"Gottfrieding";"Gemeinden";"150,05";"104,69";"71,02";"75,78";"136,30";"41,22";"200,98";"254,23";"511,40"
"09279122";"Landau a.d.Isar, St";"Gemeinden";"236,69";"287,23";"95,84";"345,34";"378,15";"484,17";"690,18";"997,58";"1.369,37"
"09279124";"Loiching";"Gemeinden";"293,12";"347,28";"322,98";"532,07";"398,30";"558,52";"718,66";"292,99";"342,44"
"09279125";"Mamming";"Gemeinden";"183,87";"149,24";"84,20";"83,25";"250,09";"201,26";"521,49";"992,82";"655,03"
"09279126";"Marklkofen";"Gemeinden";"188,83";"131,49";"190,97";"389,84";"655,93";"181,92";"745,93";"753,48";"1.113,00"
"09279127";"Mengkofen";"Gemeinden";"151,27";"78,92";"173,73";"171,64";"112,55";"303,28";"289,19";"320,40";"386,40"
"09279128";"Moosthenning";"Gemeinden";"120,28";"135,71";"94,99";"125,11";"116,74";"699,25";"613,86";"477,92";"459,21"
"09279130";"Niederviehbach";"Gemeinden";"182,71";"169,27";"163,02";"172,48";"61,84";"247,31";"697,54";"356,49";"713,43"
"09279132";"Pilsting, M";"Gemeinden";"195,44";"203,55";"169,82";"118,03";"87,08";"158,08";"333,57";"552,89";"1.051,28"
"09279134";"Reisbach, M";"Gemeinden";"88,98";"83,97";"80,87";"116,66";"128,07";"222,53";"246,22";"320,20";"413,59"
"09279135";"Simbach, M";"Gemeinden";"161,81";"97,64";"157,65";"177,42";"257,65";"285,64";"416,20";"403,79";"532,77"
"09279137";"Wallersdorf, M";"Gemeinden";"148,30";"141,45";"152,40";"123,65";"145,38";"129,80";"296,69";"472,35";"646,81"
"09361000";"Amberg";"Gemeinden";"214,49";"271,95";"246,09";"432,00";"223,38";"707,88";"703,63";"576,32";"915,95"
"09362000";"Regensburg";"Gemeinden";"518,31";"616,76";"424,51";"652,85";"720,92";"1.467,06";"1.533,10";"1.286,35";"1.527,84"
"09363000";"Weiden i.d.OPf.";"Gemeinden";"433,66";"678,64";"527,29";"592,82";"353,37";"445,96";"587,23";"665,70";"831,98"
"09371111";"Ammerthal";"Gemeinden";"41,21";"79,55";"127,27";"33,59";"26,96";"77,58";"119,74";"70,95";"167,07"
"09371113";"Auerbach i.d.OPf., St";"Gemeinden";"176,96";"174,11";"204,45";"82,90";"43,58";"367,76";"621,06";"306,52";"416,17"
"09371116";"Birgland";"Gemeinden";"40,96";"51,53";"46,52";"34,07";"113,34";"143,02";"102,80";"372,52";"300,82"
"09371118";"Ebermannsdorf";"Gemeinden";"79,13";"20,07";"38,62";"187,80";"86,82";"171,76";"384,96";"351,20";"616,41"
"09371119";"Edelsfeld";"Gemeinden";"147,54";"136,65";"47,12";"188,35";"91,29";"264,48";"250,81";"445,26";"475,08"
"09371120";"Ensdorf";"Gemeinden";"84,03";"3,16";"66,49";"40,75";"137,93";"245,35";"216,37";"540,29";"408,42"
"09371121";"Freihung, M";"Gemeinden";"54,64";"118,13";"30,14";"51,57";"191,97";"218,03";"353,27";"219,73";"311,72"
"09371122";"Freudenberg";"Gemeinden";"46,32";"58,81";"32,60";"18,00";"86,24";"159,33";"45,34";"355,11";"369,07"
"09371123";"Gebenbach";"Gemeinden";"85,26";"89,69";"75,16";"153,93";"178,61";"173,35";"1.794,78";"485,94";"606,55"
"09371126";"Hahnbach, M";"Gemeinden";"95,11";"87,64";"65,53";"60,81";"72,35";"272,58";"874,56";"497,83";"496,32"
"09371127";"Hirschau, St";"Gemeinden";"797,95";"643,03";"500,94";"609,70";"140,89";"700,85";"113,25";"1.241,59";"1.240,68"
"09371128";"Hirschbach";"Gemeinden";"443,03";"705,49";"470,37";"442,50";"816,56";"112,01";"246,29";"317,56";"190,02"
"09371129";"Hohenburg, M";"Gemeinden";"52,38";"40,66";"23,43";"41,22";"53,33";"99,56";"382,86";"600,88";"373,24"
"09371131";"Illschwang";"Gemeinden";"31,30";"8,54";"37,39";"40,06";"66,41";"88,89";"228,88";"629,05";"620,17"
"09371132";"Kastl, M";"Gemeinden";"20,65";"28,48";"20,29";"26,72";"79,92";"157,41";"93,23";"297,26";"174,43"
"09371135";"Königstein, M";"Gemeinden";"48,84";"27,17";"34,76";"43,80";"68,52";"97,93";"1.735,46";"98,65";"255,31"
"09371136";"Kümmersbruck";"Gemeinden";"198,17";"191,57";"67,50";"44,34";"15,84";"129,07";"6,34";"215,80";"243,43"
"09371140";"Etzelwang";"Gemeinden";"30,34";"86,93";"124,84";"155,18";"30,32";"95,51";"199,06";"148,78";"179,31"
"09371141";"Neukirchen b.Sulzbach-Rosenberg";"Gemeinden";"143,11";"122,51";"98,43";"16,42";"26,66";"79,84";"142,54";"105,26";"143,30"
"09371144";"Poppenricht";"Gemeinden";"22,60";"13,62";"4,74";"25,77";"32,53";"91,99";"107,82";"146,87";"133,09"
"09371146";"Rieden, M";"Gemeinden";"72,65";"74,51";"10,06";"214,04";"71,92";"56,19";"172,80";"287,48";"333,21"
"09371148";"Schmidmühlen, M";"Gemeinden";"82,91";"109,58";"65,07";"177,69";"141,79";"180,26";"381,42";"464,27";"676,92"
"09371150";"Schnaittenbach, St";"Gemeinden";"41,48";"101,90";"253,03";"180,83";"101,02";"240,48";"428,31";"269,04";"330,46"
"09371151";"Sulzbach-Rosenberg, St";"Gemeinden";"155,17";"235,10";"265,97";"260,46";"232,39";"398,29";"447,04";"362,66";"391,60"
"09371154";"Ursensollen";"Gemeinden";"144,95";"15,19";"134,01";"134,02";"450,47";"253,97";"452,91";"764,29";"710,38"
"09371156";"Vilseck, St";"Gemeinden";"120,33";"62,48";"46,54";"83,44";"146,75";"164,88";"215,70";"192,95";"419,66"
"09371157";"Weigendorf";"Gemeinden";"53,70";"111,38";"18,46";"30,37";"49,52";"102,39";"260,45";"212,36";"235,48"
"09371452";"Eichen";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09372112";"Arnschwang";"Gemeinden";"22,77";"38,08";"45,28";"58,51";"65,74";"189,18";"212,44";"335,91";"412,73"
"09372113";"Arrach";"Gemeinden";"181,43";"149,17";"127,29";"109,47";"157,99";"123,36";"114,13";"217,19";"399,23"
"09372115";"Blaibach";"Gemeinden";"62,35";"256,51";"82,17";"116,85";"62,66";"95,41";"9.155,42";"232,64";"236,06"
"09372116";"Cham, St";"Gemeinden";"246,41";"398,75";"268,57";"596,22";"441,25";"840,75";"34,89";"1.335,04";"1.529,27"
"09372117";"Chamerau";"Gemeinden";"67,03";"96,80";"37,47";"143,77";"190,35";"159,77";"223,61";"605,13";"282,73"
"09372124";"Eschlkam, M";"Gemeinden";"32,39";"70,75";"40,12";"50,31";"119,77";"170,23";"274,58";"288,47";"280,59"
"09372125";"Falkenstein, M";"Gemeinden";"146,27";"54,55";"81,53";"207,96";"121,17";"323,80";"1.268,53";"384,17";"446,72"
"09372126";"Furth im Wald, St";"Gemeinden";"159,72";"132,57";"182,54";"199,55";"302,93";"252,88";"5,03";"571,42";"853,49"
"09372128";"Gleißenberg";"Gemeinden";"30,52";"27,52";"23,90";"10,41";"63,40";"74,51";"175,28";"74,51";"103,12"
"09372130";"Grafenwiesen";"Gemeinden";"27,14";"36,44";"34,02";"159,61";"114,00";"136,93";"164,61";"117,99";"199,50"
"09372135";"Hohenwarth";"Gemeinden";"41,69";"29,94";"61,05";"72,35";"85,25";"37,02";"1.918,76";"186,11";"192,00"
"09372137";"Bad Kötzting, St";"Gemeinden";"264,78";"155,43";"157,29";"232,61";"278,98";"513,65";"40,07";"572,15";"1.198,24"
"09372138";"Lam, M";"Gemeinden";"171,72";"214,52";"143,93";"258,90";"32,27";"159,25";"238,16";"323,96";"340,17"
"09372142";"Michelsneukirchen";"Gemeinden";"54,59";"34,79";"31,85";"62,85";"93,34";"142,94";"693,96";"383,71";"166,68"
"09372143";"Miltach";"Gemeinden";"112,36";"180,69";"158,34";"127,32";"216,90";"247,67";"540,28";"681,73";"1.012,99"
"09372144";"Neukirchen b.Hl.Blut, M";"Gemeinden";"59,94";"83,91";"34,31";"38,66";"109,46";"185,21";"95,96";"414,62";"497,49"
"09372146";"Pemfling";"Gemeinden";"27,12";"-3,12";"14,08";"50,13";"183,39";"106,62";"76,33";"231,34";"202,22"
"09372147";"Pösing";"Gemeinden";"91,57";"104,17";"154,38";"301,23";"276,64";"97,98";"145,64";"242,66";"135,68"
"09372149";"Reichenbach";"Gemeinden";"17,86";"8,51";"186,64";"0,83";"63,26";"49,00";"257,42";"202,60";"232,61"
"09372150";"Rettenbach";"Gemeinden";"18,63";"20,55";"24,94";"18,92";"67,90";"122,91";"119,35";"216,94";"249,35"
"09372151";"Rimbach";"Gemeinden";"24,30";"35,16";"51,08";"25,37";"38,19";"106,78";"4.598,51";"316,17";"285,15"
"09372153";"Roding, St";"Gemeinden";"227,75";"212,58";"200,55";"813,67";"324,94";"479,76";"119,22";"1.002,27";"875,10"
"09372154";"Rötz, St";"Gemeinden";"220,19";"162,29";"90,93";"104,16";"256,77";"330,16";"328,48";"503,49";"603,91"
"09372155";"Runding";"Gemeinden";"58,82";"103,72";"171,94";"69,37";"264,03";"365,52";"169,90";"450,51";"580,11"
"09372157";"Schönthal";"Gemeinden";"40,17";"70,77";"63,71";"85,59";"66,21";"180,86";"380,25";"390,11";"333,09"
"09372158";"Schorndorf";"Gemeinden";"119,66";"54,99";"26,88";"72,15";"72,78";"146,69";"99,01";"351,68";"556,68"
"09372161";"Stamsried, M";"Gemeinden";"53,25";"68,20";"5,60";"31,61";"59,85";"56,54";"234,80";"86,34";"182,62"
"09372163";"Tiefenbach";"Gemeinden";"59,87";"47,41";"5,84";"45,64";"173,15";"129,15";"590,79";"604,89";"618,61"
"09372164";"Traitsching";"Gemeinden";"43,01";"67,85";"37,99";"53,61";"82,86";"118,33";"41,71";"386,51";"443,23"
"09372165";"Treffelstein";"Gemeinden";"25,10";"0,00";"-1,90";"23,14";"84,33";"70,91";"247,55";"212,90";"160,99"
"09372167";"Zell";"Gemeinden";"35,16";"31,64";"17,83";"36,16";"101,25";"46,03";"101,11";"185,31";"98,37"
"09372168";"Waffenbrunn";"Gemeinden";"21,41";"22,81";"39,88";"21,39";"59,06";"84,95";"140,11";"90,13";"104,19"
"09372169";"Wald";"Gemeinden";"365,15";"576,06";"1.733,48";"2.012,51";"1.109,48";"1.605,66";"1.265,54";"1.107,26";"1.091,05"
"09372170";"Walderbach";"Gemeinden";"173,05";"240,69";"129,16";"172,55";"192,47";"148,38";"523,19";"454,01";"518,05"
"09372171";"Waldmünchen, St";"Gemeinden";"117,50";"80,28";"134,15";"106,11";"46,27";"198,58";"383,21";"316,87";"414,42"
"09372174";"Weiding";"Gemeinden";"69,85";"108,24";"93,83";"132,72";"194,41";"232,61";"340,71";"410,24";"591,88"
"09372175";"Willmering";"Gemeinden";"63,26";"109,36";"36,99";"88,25";"143,06";"247,54";"428,29";"399,33";"619,28"
"09372177";"Zandt";"Gemeinden";"148,65";"1.387,57";"728,85";"1.538,96";"506,00";"2.013,71";"3.287,63";"3.841,35";"7.147,33"
"09372178";"Lohberg";"Gemeinden";"55,77";"46,17";"1,45";"25,78";"68,61";"79,91";"245,49";"91,12";"145,94"
"09373112";"Berching, St";"Gemeinden";"180,33";"124,64";"206,50";"228,47";"208,51";"455,03";"591,42";"1.072,37";"1.181,32"
"09373113";"Berg b.Neumarkt i.d.OPf.";"Gemeinden";"107,42";"64,38";"70,98";"105,02";"127,02";"182,57";"280,14";"321,41";"344,41"
"09373114";"Berngau";"Gemeinden";"129,76";"136,38";"119,31";"134,79";"177,46";"198,50";"378,52";"234,99";"250,56"
"09373115";"Breitenbrunn, M";"Gemeinden";"68,49";"41,56";"49,51";"49,71";"59,03";"165,92";"173,62";"251,92";"266,35"
"09373119";"Deining";"Gemeinden";"57,81";"39,77";"39,75";"56,13";"111,50";"164,16";"178,15";"263,19";"298,14"
"09373121";"Dietfurt a.d.Altmühl, St";"Gemeinden";"193,62";"187,56";"99,93";"134,76";"216,39";"422,69";"394,48";"195,41";"295,54"
"09373126";"Freystadt, St";"Gemeinden";"274,75";"156,85";"178,61";"214,60";"148,19";"242,06";"343,84";"452,87";"392,48"
"09373134";"Hohenfels, M";"Gemeinden";"48,96";"94,41";"241,09";"187,01";"443,03";"48,14";"364,91";"365,16";"485,20"
"09373140";"Lauterhofen, M";"Gemeinden";"355,53";"225,34";"44,83";"380,93";"328,31";"564,98";"766,90";"862,34";"1.062,41"
"09373143";"Lupburg, M";"Gemeinden";"110,80";"42,55";"116,09";"186,25";"68,52";"353,67";"224,03";"202,05";"423,58"
"09373146";"Mühlhausen";"Gemeinden";"144,50";"90,49";"129,83";"177,32";"316,80";"371,99";"731,35";"772,57";"705,51"
"09373147";"Neumarkt i.d.OPf., GKSt";"Gemeinden";"239,44";"467,47";"305,23";"437,98";"529,17";"624,06";"627,69";"911,32";"1.198,17"
"09373151";"Parsberg, St";"Gemeinden";"269,65";"194,19";"144,64";"315,81";"172,25";"500,00";"638,39";"622,23";"563,72"
"09373153";"Pilsach";"Gemeinden";"67,52";"26,80";"234,01";"123,96";"141,79";"402,14";"415,27";"369,95";"395,37"
"09373155";"Postbauer-Heng, M";"Gemeinden";"111,37";"49,66";"151,59";"253,91";"260,51";"280,21";"483,04";"444,91";"388,81"
"09373156";"Pyrbaum, M";"Gemeinden";"46,50";"81,52";"124,59";"185,24";"168,21";"324,46";"304,64";"267,96";"526,29"
"09373159";"Sengenthal";"Gemeinden";"302,69";"254,17";"502,61";"1.123,09";"525,73";"1.014,52";"1.267,52";"1.596,03";"558,86"
"09373160";"Seubersdorf i.d.OPf.";"Gemeinden";"103,25";"53,76";"68,51";"88,27";"122,56";"121,89";"221,58";"180,87";"254,30"
"09373167";"Velburg, St";"Gemeinden";"133,87";"101,64";"77,04";"105,17";"127,01";"236,23";"389,44";"409,74";"428,99"
"09374111";"Altenstadt a.d.Waldnaab";"Gemeinden";"120,61";"81,53";"49,38";"55,25";"134,21";"280,26";"389,29";"884,74";"494,87"
"09374117";"Eschenbach i.d.OPf., St";"Gemeinden";"367,73";"209,56";"352,09";"361,55";"236,48";"77,12";"112,60";"909,08";"743,09"
"09374118";"Eslarn, M";"Gemeinden";"75,69";"77,31";"35,20";"91,42";"21,09";"47,37";"155,13";"214,34";"210,18"
"09374119";"Etzenricht";"Gemeinden";"91,57";"93,70";"237,16";"122,23";"423,24";"-467,50";"660,76";"228,86";"154,31"
"09374121";"Floß, M";"Gemeinden";"442,88";"177,39";"74,17";"73,75";"181,02";"169,77";"58,46";"348,05";"831,35"
"09374122";"Flossenbürg";"Gemeinden";"190,65";"391,23";"191,19";"485,83";"71,86";"48,59";"82,86";"131,21";"254,59"
"09374123";"Georgenberg";"Gemeinden";"27,06";"57,69";"59,39";"53,21";"14,79";"25,24";"1.834,49";"71,63";"95,54"
"09374124";"Grafenwöhr, St";"Gemeinden";"53,68";"109,96";"49,20";"143,45";"262,94";"121,17";"29,39";"408,96";"431,48"
"09374127";"Irchenrieth";"Gemeinden";"42,82";"75,00";"58,60";"58,26";"82,19";"196,93";"61,59";"215,16";"240,98"
"09374128";"Kirchendemenreuth";"Gemeinden";"17,04";"36,50";"7,48";"35,41";"29,21";"90,07";"906,74";"103,41";"131,93"
"09374129";"Kirchenthumbach, M";"Gemeinden";"62,66";"38,09";"29,12";"49,11";"64,06";"278,80";"47,84";"164,50";"109,07"
"09374131";"Kohlberg, M";"Gemeinden";"43,10";"22,60";"44,05";"76,86";"12,69";"108,35";"132,86";"155,57";"98,69"
"09374132";"Leuchtenberg, M";"Gemeinden";"53,21";"31,52";"10,89";"25,11";"111,28";"129,51";"1.235,23";"432,51";"239,88"
"09374133";"Luhe-Wildenau, M";"Gemeinden";"100,71";"151,92";"54,01";"172,98";"191,57";"294,39";"251,52";"526,24";"534,62"
"09374134";"Mantel, M";"Gemeinden";"69,80";"75,70";"52,95";"59,12";"157,19";"167,47";"115,94";"352,52";"596,17"
"09374137";"Moosbach, M";"Gemeinden";"113,21";"79,30";"59,66";"68,55";"73,45";"153,25";"560,10";"256,29";"245,86"
"09374139";"Neustadt a.d.Waldnaab, St";"Gemeinden";"183,53";"118,46";"121,17";"96,41";"67,07";"207,39";"9,24";"187,18";"347,69"
"09374140";"Neustadt am Kulm, St";"Gemeinden";"68,03";"46,04";"6,78";"21,29";"35,63";"77,78";"7.874,52";"56,40";"115,40"
"09374144";"Parkstein, M";"Gemeinden";"854,23";"693,59";"766,74";"1.475,72";"2.179,39";"1.129,51";"1.631,80";"5.974,52";"10.178,61"
"09374146";"Pirk";"Gemeinden";"362,14";"51,27";"182,77";"301,12";"926,88";"1.944,35";"485,42";"344,44";"705,34"
"09374147";"Pleystein, St";"Gemeinden";"64,24";"84,91";"128,30";"107,47";"90,14";"196,87";"73,75";"157,93";"206,66"
"09374148";"Trabitz";"Gemeinden";"-73,74";"200,14";"510,59";"244,09";"363,22";"115,06";"2.493,13";"409,51";"233,81"
"09374149";"Pressath, St";"Gemeinden";"179,74";"168,59";"342,41";"145,53";"185,66";"486,35";"425,42";"705,28";"661,22"
"09374150";"Püchersreuth";"Gemeinden";"38,18";"53,76";"26,88";"50,66";"86,77";"139,51";"135,53";"196,35";"277,66"
"09374154";"Schirmitz";"Gemeinden";"39,51";"65,37";"60,45";"27,46";"61,99";"64,58";"169,99";"147,46";"199,44"
"09374155";"Schlammersdorf";"Gemeinden";"54,96";"69,01";"30,34";"64,69";"51,98";"54,73";"136,43";"74,31";"88,80"
"09374156";"Schwarzenbach";"Gemeinden";"47,03";"166,18";"70,84";"106,29";"159,07";"197,63";"131,05";"300,47";"255,96"
"09374157";"Speinshart";"Gemeinden";"14,96";"35,12";"11,45";"5,99";"52,08";"81,83";"143,77";"148,72";"307,26"
"09374158";"Störnstein";"Gemeinden";"67,93";"58,19";"12,85";"35,84";"25,43";"97,31";"79,97";"208,24";"144,89"
"09374159";"Tännesberg, M";"Gemeinden";"83,67";"36,62";"-12,38";"130,18";"243,53";"10,33";"303,70";"159,07";"292,26"
"09374160";"Theisseil";"Gemeinden";"15,93";"42,86";"13,55";"0,81";"41,94";"82,63";"158,48";"165,38";"102,77"
"09374162";"Vohenstrauß, St";"Gemeinden";"104,94";"129,15";"158,03";"235,50";"89,57";"281,08";"122,30";"638,99";"482,98"
"09374163";"Vorbach";"Gemeinden";"119,05";"230,40";"26,52";"168,74";"395,35";"646,78";"2.592,27";"3.776,88";"1.816,96"
"09374164";"Waidhaus, M";"Gemeinden";"729,47";"153,72";"535,52";"411,86";"1.413,65";"567,90";"237,36";"1.102,60";"392,36"
"09374165";"Waldthurn, M";"Gemeinden";"44,97";"36,78";"16,54";"42,07";"30,59";"197,88";"1.671,64";"471,68";"387,93"
"09374166";"Weiherhammer";"Gemeinden";"167,12";"433,79";"625,33";"519,64";"658,47";"435,87";"343,87";"1.170,54";"610,62"
"09374168";"Windischeschenbach, St";"Gemeinden";"84,58";"132,09";"92,84";"148,55";"176,20";"172,48";"32,38";"380,27";"498,32"
"09374170";"Bechtsrieth";"Gemeinden";"10,60";"16,02";"40,58";"57,17";"50,77";"81,21";"6.132,96";"78,79";"62,67"
"09374452";"Manteler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09374458";"Speinsharter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09375113";"Alteglofsheim";"Gemeinden";"86,61";"167,16";"108,53";"134,51";"124,34";"152,42";"248,14";"422,47";"177,79"
"09375114";"Altenthann";"Gemeinden";"55,06";"35,35";"17,76";"45,80";"73,60";"113,78";"137,32";"217,08";"161,04"
"09375115";"Aufhausen";"Gemeinden";"55,69";"35,69";"68,51";"85,94";"52,48";"111,99";"138,10";"257,07";"210,97"
"09375116";"Bach a.d.Donau";"Gemeinden";"26,41";"68,09";"168,07";"35,83";"131,04";"88,66";"153,72";"162,29";"180,07"
"09375117";"Barbing";"Gemeinden";"96,35";"164,33";"232,63";"323,59";"292,87";"371,47";"511,08";"530,08";"864,42"
"09375118";"Beratzhausen, M";"Gemeinden";"54,71";"63,68";"101,60";"64,50";"78,79";"123,56";"165,37";"288,27";"210,91"
"09375119";"Bernhardswald";"Gemeinden";"34,25";"25,63";"18,47";"45,54";"54,78";"96,95";"157,09";"183,54";"222,56"
"09375120";"Brennberg";"Gemeinden";"105,60";"118,18";"88,62";"52,63";"186,06";"418,75";"83,76";"217,24";"358,73"
"09375122";"Brunn";"Gemeinden";"65,97";"57,80";"64,01";"63,09";"34,91";"176,39";"118,93";"147,02";"116,64"
"09375127";"Deuerling";"Gemeinden";"35,22";"46,52";"33,01";"83,69";"37,61";"124,51";"151,18";"227,28";"339,40"
"09375130";"Donaustauf, M";"Gemeinden";"79,10";"28,26";"79,10";"133,76";"35,15";"157,69";"222,94";"251,12";"286,15"
"09375131";"Duggendorf";"Gemeinden";"103,55";"19,71";"58,31";"47,59";"98,70";"39,49";"135,54";"109,31";"152,39"
"09375143";"Hagelstadt";"Gemeinden";"47,83";"66,56";"60,39";"74,89";"56,42";"530,18";"523,31";"557,28";"312,66"
"09375148";"Hemau, St";"Gemeinden";"83,40";"152,87";"34,12";"85,21";"90,82";"169,22";"220,46";"280,53";"358,27"
"09375153";"Holzheim a.Forst";"Gemeinden";"11,55";"8,15";"3,95";"16,68";"13,93";"32,16";"37,92";"123,72";"94,85"
"09375156";"Kallmünz, M";"Gemeinden";"176,05";"103,55";"126,25";"132,04";"114,16";"153,57";"197,84";"188,13";"286,76"
"09375161";"Köfering";"Gemeinden";"80,85";"29,82";"35,37";"54,62";"123,99";"75,07";"204,11";"115,08";"232,48"
"09375162";"Laaber, M";"Gemeinden";"37,61";"39,07";"31,10";"59,91";"118,58";"103,01";"166,14";"184,17";"203,66"
"09375165";"Lappersdorf, M";"Gemeinden";"100,11";"92,75";"58,46";"122,10";"99,66";"130,49";"170,02";"250,10";"213,41"
"09375170";"Mintraching";"Gemeinden";"114,29";"93,18";"156,81";"96,79";"162,47";"165,62";"395,87";"329,59";"441,16"
"09375171";"Mötzing";"Gemeinden";"60,67";"48,39";"59,11";"35,57";"75,55";"83,62";"93,28";"95,32";"160,65"
"09375174";"Neutraubling, St";"Gemeinden";"228,58";"431,57";"671,12";"568,41";"690,35";"1.181,44";"938,37";"570,66";"1.011,97"
"09375175";"Nittendorf, M";"Gemeinden";"99,10";"47,93";"59,87";"97,70";"87,26";"135,36";"159,17";"178,57";"281,61"
"09375179";"Obertraubling";"Gemeinden";"210,60";"154,53";"84,40";"226,92";"186,66";"238,77";"412,92";"331,94";"842,09"
"09375180";"Pentling";"Gemeinden";"70,73";"103,77";"51,93";"78,50";"99,69";"132,83";"162,87";"236,21";"392,88"
"09375181";"Pettendorf";"Gemeinden";"9,88";"17,37";"37,91";"165,75";"49,00";"103,56";"129,10";"130,17";"172,60"
"09375182";"Pfakofen";"Gemeinden";"30,08";"33,50";"38,64";"46,51";"194,03";"195,62";"169,18";"163,69";"231,47"
"09375183";"Pfatter";"Gemeinden";"67,72";"149,84";"115,28";"88,27";"187,74";"153,28";"322,32";"239,74";"324,77"
